,_id,DataDate,AcctIDByMXZ,SecurityID,Symbol,LongQty,ShortQty,NetQty,LongAmt,ShortAmt,NetAmt,CompositeSource
0,5fd1c8906464c1f902f9cd57,20201208,307_m_hait_2000,300666,江丰电子,1000,1000.0,0.0,53590.0,53590.0,0.0,AutoT0
1,5fd1c8906464c1f902f9cd58,20201208,307_m_hait_2000,002214,大立科技,6200,6200.0,0.0,153450.0,153450.0,0.0,AutoT0
2,5fd1c8906464c1f902f9cd59,20201208,307_m_hait_2000,002044,美年健康,12600,12600.0,0.0,160650.0,160650.0,0.0,AutoT0
3,5fd1c8906464c1f902f9cd5a,20201208,307_m_hait_2000,002153,石基信息,1000,1000.0,0.0,34230.0,34230.0,0.0,AutoT0
4,5fd1c8906464c1f902f9cd5b,20201208,307_m_hait_2000,002739,万达电影,5400,5400.0,0.0,100331.99999999999,100331.99999999999,0.0,AutoT0
5,5fd1c8906464c1f902f9cd5c,20201208,307_m_hait_2000,000100,TCL科技,29200,29222.0,-22.0,209072.0,209229.52000000002,-157.52000000001863,AutoT0
6,5fd1c8906464c1f902f9cd5d,20201208,307_m_hait_2000,688116,天奈科技,4593,4600.0,-7.0,197269.35,197570.0,-300.6499999999942,AutoT0
7,5fd1c8906464c1f902f9cd5e,20201208,307_m_hait_2000,300124,汇川技术,1000,1000.0,0.0,85580.0,85580.0,0.0,AutoT0
8,5fd1c8906464c1f902f9cd5f,20201208,307_m_hait_2000,002382,蓝帆医疗,1000,1000.0,0.0,21940.0,21940.0,0.0,AutoT0
9,5fd1c8906464c1f902f9cd60,20201208,307_m_hait_2000,600486,扬农化工,1600,1600.0,0.0,193200.00000000003,193200.00000000003,0.0,AutoT0
10,5fd1c8906464c1f902f9cd61,20201208,307_m_hait_2000,300072,三聚环保,5600,5600.0,0.0,35672.0,35672.0,0.0,AutoT0
11,5fd1c8906464c1f902f9cd62,20201208,307_m_hait_2000,688011,新光光电,3600,3600.0,0.0,186984.0,186984.0,0.0,AutoT0
12,5fd1c8906464c1f902f9cd63,20201208,307_m_hait_2000,688021,奥福环保,2600,2600.0,0.0,182780.0,182780.0,0.0,AutoT0
13,5fd1c8906464c1f902f9cd64,20201208,307_m_hait_2000,600066,宇通客车,10600,10600.0,0.0,186878.0,186878.0,0.0,AutoT0
14,5fd1c8906464c1f902f9cd65,20201208,307_m_hait_2000,688288,鸿泉物联,4800,4800.0,0.0,197567.99999999997,197567.99999999997,0.0,AutoT0
15,5fd1c8906464c1f902f9cd66,20201208,307_m_hait_2000,002007,华兰生物,1000,1000.0,0.0,43730.0,43730.0,0.0,AutoT0
16,5fd1c8906464c1f902f9cd67,20201208,307_m_hait_2000,300601,康泰生物,1200,1200.0,0.0,190092.0,190092.0,0.0,AutoT0
17,5fd1c8906464c1f902f9cd68,20201208,307_m_hait_2000,511990,华宝添益,100108,0.0,100108.0,10011200.432,0.0,10011200.432,NotInComposite
18,5fd1c8906464c1f902f9cd69,20201208,307_m_hait_2000,300502,新易盛,3400,3400.0,0.0,198084.0,198084.0,0.0,AutoT0
19,5fd1c8906464c1f902f9cd6a,20201208,307_m_hait_2000,600804,鹏博士,21100,21100.0,0.0,162470.0,162470.0,0.0,AutoT0
20,5fd1c8906464c1f902f9cd6b,20201208,307_m_hait_2000,002074,国轩高科,1000,1000.0,0.0,29999.999999999996,29999.999999999996,0.0,AutoT0
21,5fd1c8906464c1f902f9cd6c,20201208,307_m_hait_2000,002353,杰瑞股份,7000,7000.0,0.0,258579.99999999997,258579.99999999997,0.0,AutoT0
22,5fd1c8906464c1f902f9cd6d,20201208,307_m_hait_2000,002466,天齐锂业,4200,4200.0,0.0,124110.0,124110.0,0.0,AutoT0
23,5fd1c8906464c1f902f9cd6e,20201208,307_m_hait_2000,002202,金风科技,1000,1000.0,0.0,12510.0,12510.0,0.0,AutoT0
24,5fd1c8906464c1f902f9cd6f,20201208,307_m_hait_2000,300296,利亚德,26600,26600.0,0.0,197904.0,197904.0,0.0,AutoT0
25,5fd1c8906464c1f902f9cd70,20201208,307_m_hait_2000,002271,东方雨虹,2000,2000.0,0.0,71840.0,71840.0,0.0,AutoT0
26,5fd1c8906464c1f902f9cd71,20201208,307_m_hait_2000,688108,赛诺医疗,1000,1000.0,0.0,15550.0,15550.0,0.0,AutoT0
27,5fd1c8906464c1f902f9cd72,20201208,307_m_hait_2000,300251,光线传媒,100,100.0,0.0,1336.0,1336.0,0.0,AutoT0
28,5fd1c8906464c1f902f9cd73,20201208,307_m_hait_2000,000157,中联重科,19400,19400.0,0.0,196134.0,196134.0,0.0,AutoT0
29,5fd1c8906464c1f902f9cd74,20201208,307_m_hait_2000,600895,张江高科,10600,10600.0,0.0,192178.0,192178.0,0.0,AutoT0
30,5fd1c8906464c1f902f9cd75,20201208,307_m_hait_2000,688138,清溢光电,7400,7400.0,0.0,185444.0,185444.0,0.0,AutoT0
31,5fd1c8906464c1f902f9cd76,20201208,307_m_hait_2000,300122,智飞生物,1600,1600.0,0.0,223008.0,223008.0,0.0,AutoT0
32,5fd1c8906464c1f902f9cd77,20201208,307_m_hait_2000,000039,中集集团,6400,6400.0,0.0,97536.0,97536.0,0.0,AutoT0
33,5fd1c8906464c1f902f9cd78,20201208,307_m_hait_2000,300558,贝达药业,1700,1700.0,0.0,166430.0,166430.0,0.0,AutoT0
34,5fd1c8906464c1f902f9cd79,20201208,307_m_hait_2000,688389,普门科技,9600,9600.0,0.0,194303.99999999997,194303.99999999997,0.0,AutoT0
35,5fd1c8906464c1f902f9cd7a,20201208,307_m_hait_2000,688068,热景生物,5000,5000.0,0.0,183900.0,183900.0,0.0,AutoT0
36,5fd1c8906464c1f902f9cd7b,20201208,307_m_hait_2000,000830,鲁西化工,13900,13900.0,0.0,182368.0,182368.0,0.0,AutoT0
37,5fd1c8906464c1f902f9cd7c,20201208,307_m_hait_2000,000725,京东方Ａ,38200,38200.0,0.0,200550.0,200550.0,0.0,AutoT0
38,5fd1c8906464c1f902f9cd7d,20201208,307_m_hait_2000,600531,豫光金铅,34800,34800.0,0.0,194532.0,194532.0,0.0,AutoT0
39,5fd1c8906464c1f902f9cd7e,20201208,307_m_hait_2000,000503,国新健康,18600,18600.0,0.0,190650.00000000003,190650.00000000003,0.0,AutoT0
40,5fd1c8906464c1f902f9cd7f,20201208,307_m_hait_2000,000768,中航西飞,2000,2000.0,0.0,61319.99999999999,61319.99999999999,0.0,AutoT0
41,5fd1c8906464c1f902f9cd80,20201208,307_m_hait_2000,688015,交控科技,4800,4800.0,0.0,197184.0,197184.0,0.0,AutoT0
42,5fd1c8906464c1f902f9cd81,20201208,307_m_hait_2000,601919,中远海控,12000,12000.0,0.0,115920.0,115920.0,0.0,AutoT0
43,5fd1c8906464c1f902f9cd82,20201208,307_m_hait_2000,002408,齐翔腾达,12100,12100.0,0.0,109626.0,109626.0,0.0,AutoT0
44,5fd1c8906464c1f902f9cd83,20201208,307_m_hait_2000,600196,复星医药,1600,1600.0,0.0,85648.0,85648.0,0.0,AutoT0
45,5fd1c8906464c1f902f9cd84,20201208,307_m_hait_2000,600176,中国巨石,1000,1000.0,0.0,16680.0,16680.0,0.0,AutoT0
46,5fd1c8906464c1f902f9cd85,20201208,307_m_hait_2000,601238,广汽集团,1000,1000.0,0.0,13320.0,13320.0,0.0,AutoT0
47,5fd1c8906464c1f902f9cd86,20201208,307_m_hait_2000,600362,江西铜业,1300,1300.0,0.0,26377.0,26377.0,0.0,AutoT0
48,5fd1c8906464c1f902f9cd87,20201208,307_m_hait_2000,002340,格林美,9100,9100.0,0.0,47684.0,47684.0,0.0,AutoT0
49,5fd1c8906464c1f902f9cd88,20201208,307_m_hait_2000,300274,阳光电源,4004,4000.0,4.0,207727.52000000005,207520.00000000003,207.52000000001863,AutoT0
50,5fd1c8906464c1f902f9cd89,20201208,307_m_hait_2000,002460,赣锋锂业,200,200.0,0.0,16448.0,16448.0,0.0,AutoT0
51,5fd1c8906464c1f902f9cd8a,20201208,307_m_hait_2000,600004,白云机场,13200,13200.0,0.0,193380.0,193380.0,0.0,AutoT0
52,5fd1c8906464c1f902f9cd8b,20201208,307_m_hait_2000,300037,新宙邦,2400,2400.0,0.0,239736.0,239736.0,0.0,AutoT0
